업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
남경-중구점,18시간 전,3,3,4,"
            3세트（탕수육＋짜장＋짬뽕）/1
          ",잘먹었어요. 탕수육이 좀 탔네요
남경-중구점,2022년 2월 16일,1,1,1,"
            삼선짬뽕/1,탕수육/1(사이즈 선택(小)),콜라 1.25L/1
          ",콜라를 시켰구만 왜 안가져주는 거임 메인으로 시켰구만 장난하는거임 맛도 없고 소스는 굳었고 삼선짱뽕은 해물은 3개있네 시켜먹지 마세요
남경-중구점,2022년 2월 12일,2,4,1,"
            짜장면/1,볶짬면/1,탕수육/1(사이즈 선택(小))
          ","어떤 맛있는 음식도 만든지 50분이 넘어서 도착하면 맛있을수가 없죠. 특히  중국음식은...
원래 맛을 알수 없어 안타깝네요
면은 혀로 으깨어 먹을수 있을정도로 잘 불어서 왔습니다. 탕수육은  촉촉한 카스테란줄 알았습니다.
볶음밥은 밥통서 갖 꺼낸  수분을 담고 있네요.
 
정성들여 만드셨겠지만  저는 거의 버리겠네요  ㅠㅠ"
남경-중구점,2022년 2월 7일,3,3,3,"
            군만두/1,볶짜면/1,콜라 500mL/1
          ",.
남경-중구점,2021년 12월 24일,3,3,5,"
            군만두/1,짬짜면/1
          ",단무지가 왜이러죠?? 4등분으로 잘려있는데....
남경-중구점,2021년 12월 20일,3,3,3,"
            삼선짬뽕/1,군만두/1
          ","어디서나 맛볼수 있는 맛의 중식당 .
삼선짬뽕 시켰는데 일반이 온듯 .
드셔보시면 압니다."
남경-중구점,2021년 12월 2일,1,2,1,"
            새우볶음밥/1,짜장면/1,짬뽕/1,탕수육/1(사이즈 선택(小))
          ","가까운 곳이라고 주문했는데 배달이 그닥 빠른지 모르겠어요.
음식은 너어무 기름져서 짬뽕국물 없이는 먹기 힘드네요.
짬뽕국물이 그나마 맛있었지만 오징어가 커도 너무 커서 씹기 힘들었어요."
남경-중구점,2021년 10월 20일,2,2,3,"
            기스면/1,물만두/1
          ",기스면은 전혀맛을 느끼지못했읍니다 물에 국수를너은것같은. 물만두는 맛있어요
남경-중구점,2021년 10월 11일,4,3,4,"
            4세트（탕수육＋쟁반짜장2人）/1(곱빼기 추가 선택(곱빼기 추가))
          ",쟁반짜장과 탕수육을 먹었습니다~
남경-중구점,2021년 10월 9일,3,5,5,"
            0세트（탕수육＋짜장）/1(곱빼기 추가 선택(곱빼기 추가))
          ","맛은 평범한 배달 중국집
탕수육은 1인세트 치고 상당히 많이 줌
하지만 1인세트 가격자체가 묵직한 편
무난함"
남경-중구점,2021년 10월 6일,1,2,1,"
            1세트（탕수육＋짜장2）/1(곱빼기 추가 선택(추가 안함))
          ",탕수육 눅눅하고 자장면 불어있고 맨붕
남경-중구점,2021년 9월 29일,1,1,1,"
            삼선짬뽕/1,볶음짬뽕/1(곱빼기 추가 선택(곱빼기 추가)),군만두/1
          ","아니 배달도 오래걸리고 면도 완전 우동면되고 밀가루맛에 짬뽕 고추가루맛에 어찌먹으라는건지 …
다 버렸네요 진짜 익스프레스배달인데 다른종각쪽 들렸다가오면서 늦게오고 맛고없네요"
남경-중구점,2021년 8월 27일,3,3,5,"
            짜장면/1,탕짜면/1
          ",휴게소 짜장면 맛이에요! 그것보다 쫌 더 맛있는(?)
남경-중구점,2021년 8월 11일,3,5,5,"
            크림새우/1
          ",요리는 근사햇는데 꿀보다 달앗다
남경-중구점,2021년 8월 8일,1,4,4,"
            짜장면/2,탕짜면/1
          ",역시나 짜네요.제발안짜게 해달라고 부탁했는데.아싑군요
남경-중구점,2021년 8월 6일,3,4,5,"
            짬뽕/1(곱빼기 추가 선택(곱빼기 추가)),4세트（탕수육＋쟁반짜장2人）/1(곱빼기 추가 선택(곱빼기 추가))
          ",면을 삶아놓고 국물을 넣어서 오는것 같다는 생각이 드네요. 배달시간은 얼마안걸렸는데  짬뽕하고 짜장하고 다불어서 밀가루맛이 너무 납니다. 탕수육은 맛있게 먹었습니다.
남경-중구점,2021년 8월 1일,1,4,5,"
            간짜장/2,우동/1
          ",너무짜서 완전망쳤어요.
남경-중구점,2021년 7월 17일,3,4,5,"
            새우볶음밥/1,탕수육/1(사이즈 선택(小))
          ",새우볶음밥은 맛있었어요^^ 서비스로온짬뽕국물이... 맛이너무이상했어요; 탕수육은 그냥 그랬습니다~
남경-중구점,2021년 6월 18일,3,3,4,"
            쟁반짜장/2(곱빼기 추가 선택(곱빼기 추가))
          ","젓가락 안주심 맛은 그냥 일반 중국집 맛이고
배달은 빠름 양도 적당"
남경-중구점,2021년 6월 14일,3,1,1,"
            간짜장/1,볶음밥/3,3세트（탕수육＋짜장＋짬뽕）/1,콜라1.25L/1
          ","지난번에 이어 오늘도 주문내역이랑 온거랑 맞지 않내여.
수고하셨어여
이제 믿고 걸러야겠습니다."
남경-중구점,2021년 6월 14일,3,3,1,"
            볶음밥/2,냉콩국수/1,중국냉면/2,콜라1.25L/1
          ","음식시키면 젓가락 안와서 다뿐거 먹고 가게도 연락안되고 음료시켰더니 어딘지 모르겠다하고 장사할 생각이 별로 없으신거 같내여
응대자체가 힘드내여"
남경-중구점,2021년 6월 7일,3,3,3,"
            짜장면/1,깐풍새우（마늘＋고추）/1
          ",이거 깐풍새우맞아요???
남경-중구점,2021년 4월 28일,5,3,5,"
            마파밥/1(곱빼기 추가 선택(곱빼기 추가)),1세트（탕수육＋짜장2）/1(곱빼기 추가 선택(두그릇 곱빼기추가))
          ",추천합니다. 맛있게 드세요
남경-중구점,2021년 4월 10일,3,3,1,"
            간짜장/1,삼선짬뽕/1,탕짜면/1(곱빼기 추가 선택(곱빼기 추가))
          ","최악이네요. 
짬뽕 터져서 와서 상담하고 재배달 확정까지 15분 걸리고, 재배달은 한시간이 넘어도 안와서 재상담하니, 같은 소리만 반복하고...  시간 쓰고 돈 쓰고 스트레스 받고, 밥은 못 먹고."
남경-중구점,2021년 4월 6일,3,3,3,"
            8세트（사천탕수육＋쟁반짜장2人）/1
          ",쟁반짜장2인분은 한접시에 몰아서 배달한건가요? 1인분 빠진건가요??
남경-중구점,2021년 3월 29일,3,4,5,"
            삼선볶음밥/1,양장피（겨자소스）/1
          ",배달 빠르고 서비스 좋았어요!
남경-중구점,2021년 3월 16일,2,3,3,"
            1세트（탕수육＋짜장2）/1(곱빼기 추가 선택(추가 안함))
          ","후기들 보고 주문한거였는데...탕수육은 그래도 괜찮았는데, 짜장면은 진짜... 또 시켜서 먹을일은 없을듯해요.."
남경-중구점,2021년 2월 14일,1,4,1,"
            3세트（탕수육＋짜장＋짬뽕）/1(곱빼기 추가 선택(짜장 곱빼기추가))
          ",짬봉이 국물이 다 세서 먹을게 별로없고 짜장은 곱베기 시켷는데  면만 곱베기고 소스는 적고 퉁퉁불어서 비벼지질  않네요
남경-중구점,2021년 2월 8일,2,5,5,"
            군만두/1,탕볶밥/1
          ",맛이 괜찮았어요... just so-so
남경-중구점,2021년 1월 29일,3,3,3,"
            짜장면/1(곱빼기 추가 선택(곱빼기 추가)),간짜장/2,볶음밥/1
          ","평범해요, 잘 먹었습니다."
남경-중구점,2021년 1월 11일,3,3,3,"
            삼선짬뽕/1,볶음밥/1
          ",배달도  빠르고 맛도   좋아요
남경-중구점,2021년 1월 7일,1,1,1,"
            탕짜면/1(곱빼기 추가(곱빼기 추가)),사이다1.25L/1
          ","3시10분에 시켰는대 5시인대도 안온다
아무리 맛이있건 없건 간에 
이렇게 늦으면   교통상황이 어렵다면 열지 말았어야지
그걸 소비자한테 떠 넘기는건 아니라구본다"
남경-중구점,2020년 12월 31일,2,4,1,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ","11:38 주문완료, 13:48 도착
2시간 10분 소요 너무 심하네요
중간에 전화도 2번 했습니다.

요기요 본사에서 관리를 해줘야하는 것 같은데
요기요 고객만족센터는 전화 연결도 안되고(상담원 언결 자체가 안되는 전화 시스템)
카카오톡 상담도 상담원이 응대하는게 아닌,
정해진 메뉴 FAQ 밖에 되지 않습니다.

요기요의 고객 서비스가 총체적으로 문제가 너무 많습니다.
보상을 받고 싶은데 본사 담당자와 연결할 방법도 없네요.."
남경-중구점,2020년 12월 16일,1,3,1,"
            4세트（탕수육＋쟁반짜장2人）/1(곱빼기 추가(곱빼기 추가))
          ",배달시간은 6시10분쯤에 시켰는데 7시30쯤에 배달이왔고 탕수육은 너무 눅눅해졌고 돼지비린향이납니다.쟁반짜장은 불어서 먹기 힘들정도네요. 배달 거리도 오토바이로 길면10분정도 거리인데 탕수육이랑 짜장상태로 보면 한번에 여러군데 들린건지.... 만든지 너무 오래되서 먹을수가 없습니다. 진짜 여기서 먹고싶으시면 그냥 가서드시길 추천드립니다.
남경-중구점,2020년 11월 29일,1,1,1,"
            탕짬면/1,사이다500mL/1
          ",배달에 1시간 40분이 걸렸고 탕짬면인테 탕수육과 짬뽕이 섞여 먹을 수 없더군요. 용기내 한 젓가락 먹었는데 짬뽕은 면에서 오는 밀가루 맛만 나고 탕수육은 쓰고 잡내가 많이 납니다. 지금껏 먹었던 요리 중 가장 최악입니다.
남경-중구점,2020년 11월 23일,1,1,1,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ","맛도없고 배달도 느리고 전화응대도 빵점이고.... 
배달음식 시켜먹은거 중에 최악.... 가격은 9000원인데 10.000원이상 배달가능이래서 면곱배기 1000원 추가해서 시켰더니  퉁퉁 불어터진 면만 한보따리 ㅋㅋ 배달시간 20~30분소요라하더니 50분 넘게 걸린듯 ㅠㅠ"
남경-중구점,2020년 11월 19일,2,3,2,"
            짬뽕/1,탕짜면/1
          ","몇번 시켜먹던곳이라 깔끔하고 괜찮아서 주문했는데 1시간20분만에 배달왔고 짜장,짬뽕은 퉁퉁 불어왔어요ㅠ 당분간 주문안할것같아요ㅠ"
남경-중구점,2020년 10월 27일,3,4,5,"
            탕짬면/1(곱빼기 추가(곱빼기 추가))
          ",탕짬 시켰는데 탕수육은 맛있는데 짬뽕 국물이 탁해요. 해산물도 오래되어보임
남경-중구점,2020년 10월 19일,3,5,3,"
            삼선울면/1,삼선고추짬뽕/1,삼선볶음밥/1
          ",면이 떡이되어서  한 젓갈도 못하고 바로 휴지통으로 직통으로 갔네요
남경-중구점,2020년 9월 16일,2,3,5,"
            간짜장/1,짬뽕/1,탕짜면/1
          ","가격도 싸고, 배달도 빠른데 짬뽕에 해물이 하나도 없어서 아쉬웠어요"
